Prompt,Accuracy,Precision,Recall,F1 Score,Specificity,Sensitivity,Youden's index,Dataset,SubSet,Model,Run
sequential_hierarchy,0.6395,0.9482,0.6354,0.7609,0.6774,0.6354,0.3128,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy_ontological,0.2288,0.9565,0.1528,0.2635,0.9355,0.1528,0.0883,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity_with_synonyms,0.815,0.9225,0.8681,0.8945,0.3226,0.8681,0.1906,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy_with_synonyms,0.3636,0.957,0.309,0.4672,0.871,0.309,0.18,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity,0.6995,0.6569,0.9952,0.7914,0.3032,0.9952,0.2984,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity_ontological,0.6947,0.655,0.9868,0.7873,0.3032,0.9868,0.29,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy,0.6919,0.6517,0.9928,0.7868,0.2887,0.9928,0.2815,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy_ontological,0.6733,0.6385,0.9904,0.7764,0.2484,0.9904,0.2388,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity_with_synonyms,0.6961,0.655,0.9916,0.7889,0.3,0.9916,0.2916,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy_with_synonyms,0.6899,0.6501,0.9928,0.7857,0.2839,0.9928,0.2767,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity,0.7236,0.6786,0.9832,0.8029,0.3758,0.9832,0.359,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity_ontological,0.674,0.639,0.9904,0.7768,0.25,0.9904,0.2404,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy,0.7202,0.6769,0.9783,0.8002,0.3742,0.9783,0.3525,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy_ontological,0.6837,0.6626,0.9122,0.7676,0.3774,0.9122,0.2896,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity_with_synonyms,0.7216,0.6808,0.9675,0.7992,0.3919,0.9675,0.3594,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy_with_synonyms,0.7119,0.668,0.988,0.7971,0.3419,0.988,0.3299,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity,0.6954,0.6593,0.9687,0.7846,0.329,0.9687,0.2977,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity_ontological,0.6657,0.6599,0.8592,0.7465,0.4065,0.8592,0.2657,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy,0.6975,0.6571,0.9868,0.7888,0.3097,0.9868,0.2964,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy_ontological,0.6844,0.6604,0.9242,0.7703,0.3629,0.9242,0.2871,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity_with_synonyms,0.6878,0.658,0.9471,0.7765,0.3403,0.9471,0.2874,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy_with_synonyms,0.7037,0.66,0.9952,0.7937,0.3129,0.9952,0.3081,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity,0.6547,0.809,0.5199,0.633,0.8355,0.5199,0.3553,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity_ontological,0.6857,0.8261,0.5716,0.6757,0.8387,0.5716,0.4103,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy,0.6444,0.8011,0.5042,0.6189,0.8323,0.5042,0.3365,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy_ontological,0.6754,0.7786,0.6053,0.6811,0.7694,0.6053,0.3746,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity_with_synonyms,0.6396,0.8143,0.4801,0.6041,0.8532,0.4801,0.3334,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy_with_synonyms,0.6506,0.8045,0.515,0.628,0.8323,0.515,0.3473,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity,0.6643,0.6319,0.9647,0.7636,0.2789,0.9647,0.2436,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity_ontological,0.6729,0.6379,0.9668,0.7686,0.2957,0.9668,0.2625,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy,0.6717,0.6379,0.9619,0.7671,0.2993,0.9619,0.2612,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy_ontological,0.6647,0.6327,0.9619,0.7633,0.2833,0.9619,0.2452,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity_with_synonyms,0.6682,0.6348,0.9647,0.7657,0.2877,0.9647,0.2525,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy_with_synonyms,0.6702,0.6364,0.964,0.7666,0.2931,0.964,0.2571,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity,0.683,0.6432,0.9792,0.7764,0.3028,0.9792,0.2821,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity_ontological,0.6472,0.6169,0.9827,0.7579,0.2167,0.9827,0.1994,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy,0.6916,0.6498,0.9785,0.781,0.3233,0.9785,0.3018,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy_ontological,0.7067,0.6782,0.91,0.7772,0.4458,0.91,0.3559,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity_with_synonyms,0.6954,0.6534,0.9758,0.7827,0.3357,0.9758,0.3115,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy_with_synonyms,0.6947,0.6525,0.9772,0.7825,0.3321,0.9772,0.3093,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity,0.6966,0.6634,0.9343,0.7759,0.3917,0.9343,0.3259,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity_ontological,0.7013,0.6849,0.8678,0.7656,0.4876,0.8678,0.3554,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy,0.6958,0.6581,0.955,0.7792,0.3632,0.955,0.3182,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy_ontological,0.6842,0.6688,0.8678,0.7554,0.4485,0.8678,0.3163,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity_with_synonyms,0.6923,0.6627,0.9218,0.7711,0.3979,0.9218,0.3197,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy_with_synonyms,0.704,0.667,0.9453,0.7821,0.3943,0.9453,0.3396,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity,0.8059,0.8187,0.8408,0.8296,0.7611,0.8408,0.6019,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
direct_entity_ontological,0.7736,0.8257,0.7571,0.7899,0.7948,0.7571,0.5519,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy,0.8071,0.8293,0.827,0.8281,0.7815,0.827,0.6085,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy_ontological,0.7678,0.8118,0.764,0.7872,0.7726,0.764,0.5367,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
direct_entity_with_synonyms,0.8094,0.8207,0.8457,0.833,0.7629,0.8457,0.6086,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy_with_synonyms,0.8079,0.8318,0.8249,0.8284,0.786,0.8249,0.6109,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
